02359030=>02244044,02265419,00167215,02348179,02298635,01901885,02284987,00504807,00892777,02272695
02357739=>02335557,02380188,00614254,00628891,01966065,00811874,00717282,02380048,01964526,02408643
02352117=>02314770,02321610,02248123,02355663,02261251,02407728,02243026,02360136,00308307,00628123
02352109=>02353547,02247918,00755869,02122871,02402564,02397315,02174553,02247015,02239066,02304163
02352095=>02241674,02230804,02305488,02247644,02272164,02404567,02411725,02238454,00670928,00638862
02350645=>02244726,02213281,02383292,02147963,00779849,00657220,00231207,02242785,02231034,02246141
02350831=>02371308,02388197,02355175,02368498,02216094,02394685,02322633,02378523,02240433,01931571
02320320=>00536806,02244142,02357518,02271168,02358522,02014866,01988840,00037435,02239921,02350130
02303574=>02387220,00016055,02031159,02309076,02317850,02310066,00786284,02263866,02270951,02248818
02317753=>02377993,02368064,00839213,02231505,02137240,02232453,02115522,02242048,02161060,02119242
02308940=>02057778,02069571,00426830,02248649,00030910,02361493,02063697,02240115,00550507
02251159=>02177757,02238407,00560960,02029464,02265974,02336073,00244287,02139308,02368730,01990284
02250640=>00249866,02393581,02231523,02286572,02223252,00037621,02340305,02331403,01989987,02122286
02250632=>02355019,02369362,02250055,02371022,02315157,02289490,02377756,02229982,02239025,02368293
02268167=>02237826,02169479,02264978,00328693,02342855,02381079,02314347,02350459,02303809,01997076
02247517=>02039532,00740802,02121999,02369338,01934228,02405539,02366754,02225182,02367564,02246531
02248083=>00584223,02264226,02381044,02261839,02274388,02196018,01945157,00308250,02348772,02381710
02246089=>02354675,02244854,02215756,02380463,02248547,02231675,02300931,02405776,02389649,02355221
02245691=>02304287,02299062,02386879,00897310,02314118,02241375,02287374,02299305,02348187,02327538
02245769=>02321386,02265303,02238340,02243238,00361933,02366606,02237484,02369788,02046660,02268434
02242702=>02371170,02248297,00335134,02367181,02303280,02368145,02322560,02294710,02297493,02248738
02241496=>02239373,02041510,02379244,00575151,02303515,02363828,02176483,02321475,01962078,02246382
02239278=>02377144,02371790,02247937,01949047,02405539,00436208,00023450,02247600,02181460,02220806
02240645=>02397161,02296276,02196174,02274892,02373769,00390283,02296446,01911481,02379465,02237530
02409348=>02230621,02327562,02359936,02386771,02245099,02306034,02325322,02163594,02325942,02300001
02318733=>00726273,02342073,02304546,00885908,02250624,01949055,00024449,02390701,02246218,02245388
02242513=>02340437,02291738,00308498,02145995,02338076,02317850,02311984,02256746,02194414,02192411
02318717=>02152592,00308358,01919393,02254670,02382873,01964070,02313715,02275201,02365618,00340731
02403471=>02321629,02361795,00716618,02380463,02263343,02234505,02060051,00147680,02244286,02224100
02399350=>02356392,02311690,02243784,02215691,00780650,02375036,02245075,02325330,01948946,02157624
02398206=>00839205,00441619,00373117,00554308,02244909,00632775,02059762,02310961,00582409,02172739
02394588=>02164426,02256460,00236306,02210096,00308277,02218488,02242465,02231782,02391686,02243219
02392461=>02161494,02229382,02383063,02360578,01913484,02250500,02356058,02241356,02284316,02393018
02390434=>02268531,02084236,02268485,00443794,02237370,02247440,02298465,02337916,02281643,02230837
02389231=>02087324,00718858,02394782,00884324,02302810,02378620,02246530,02379848,00878626,02322005
02389029=>02272059,02324466,02356058,02246379,02023725,02374765,02240361,02362244,02400995,02262215
02387220=>00315966,02245230,01946277,02250373,02239194,02371928,02290456,01939270,02263599,02258056
02311550=>00038830,02309440,02355361,02375818,00714488,02071002,00627755,02357879,02357658,02386348
02382113=>01988840,02324911,02236506,00664065,02245406,00651966,00370517,02172666,02377373,00551813
02378752=>00655708,02379295,02246358,02321521,02283271,00582271,02265745,02380242,02394219,02371154
02377918=>02382598,01924508,02283689,00720208,02232148,02360608,02311798,00608211,02220520,02248351
02377896=>02354977,02282119,00037400,02372835,02377462,02239239,00865109,02354586,02382709,02237553
02328240=>02258013,02361558,02242045,02147149,02293269,02332957,02242714,02207818,02276593
02375575=>02353040,02204266,02277441,02295660,00312770,02349167,01980572,02362171,02248700,02276046
02375168=>02126567,02238618,02332892,02243874,02302993,02294575,02378523,00627755,02394820,00743275
02375133=>02324520,02281295,02371243,02339293,02241352,01968017,01988840,00405337,02335069,02220091
02371197=>00755826,02307790,02263637,02261278,01909975,02248262,02366150,00343617,02368889,02403080
02369818=>01940473,02313464,02139227,02263602,02238593,01964976,00605778,02387719,02240491,02386348
02369575=>02220520,02298627,00784400,02230220,02257130,02230361,01925202,02247813,02344831,02375281
02368811=>02317206,02248260,02385465,02291797,02144409,02371251,00170925,02364719,02330970,02171228
02365146=>02404540,02372169,02241415,02242248,01914022,02371197,02361604,02242542,02384779,00594652
02361981=>02304376,02316048,02263904,02411350,00560170,00037974,02273497,02226251,00716782,02402920
02361787=>02283611,02242683,02321904,02387085,02045737,02248435,02274914,02306395,02097079
02359278=>02401835,02299038,02258218,02009706,00877190,02391562,00876534,00728284,02344092,02281813
02356945=>02365863,02251124,02232297,02330245,00641618,02316498,02294877,02348683,02360659,02224704
02356112=>00337439,00759198,02355221,02362236,01944304,01944037,02242121,02232193,02332981,02297051
02355736=>02154412,02361892,02381990,02402742,00024694,00893749,02045737,01942921,02278936,00030635
02355175=>02371197,02247297,02239654,02229960,02177617,00097411,02375648,00038830,02248858,02244393
02354780=>02371138,02379031,02229487,00576034,02143100,02400677,02256231,02325357,02330857,02386682
02354543=>02244517,00690791,02243721,02364239,02243077,00259527,02381133,02164388,02317656,02245684
02351935=>02241766,02242119,00577782,02395681,02212331,02397854,02380242,02380862,02250705,00443816
02349655=>02256770,00611271,02316722,00501786,02150697,00306320,02266180,02248727,00695432,01977571
02348055=>02231584,00718866,02242810,00894729,02392194,02377942,00707570,02200708,00567582,01916882
02348047=>02189704,02330547,02290464,02242541,02353253,02295911,02309068,00761850,02241613,02354373
02348039=>01910043,02260662,02275813,02266873,02299410,00610461,02245913,00170925,02315157,02192268
02347881=>02243446,00485802,02402688,02301881,02223996,00804312,02238675,02404303,02200864,02286467
02346982=>02404524,02234514,02048485,02039273,02371677,02388642,02049961,02237478,02268035,02352214
02346125=>02150670,02014025,02244290,02357410,00392731,02317036,02247244,02378825,02370034,02259273
02345064=>02248089,02392593,02363259,02405024,02368099,02317656,02356546,02307987,02247845,00318736
02339641=>02298570,02364093,02335069,00646288,02242658,02400243,02242785,01931776,00674621,02158159
02337096=>00610569,02059789,02302004,02342537,02283239,02367955,02247607,00813761,02357208,02242074
02342529=>02243969,02230946,02327139,02249782,02368048,02366711,00584223,00715824,02330822,01971530
02329891=>02400499,02382814,02386119,02360373,02213419,02244465,02250861,02401770,00813907,02373203
02319284=>02382164,02378892,02327562,02248923,02254727,02170795,02240687,02387093,00797103,02380692
02319144=>02305712,02263122,02248130,00644315,00308307,02009412,02366835,02324458,00685224,02350408
02320258=>01977873,02303280,00628190,02247383,02258498,02236932,02242975,02361698,02366207,00621366
02319128=>00167215,02330067,02231200,02387212,00578436,02338777,00021261,02376423,00785261,02250179
02318725=>02278618,02257734,02242330,02381494,02358751,00351717,02246108,02374560,02298619,02261804
02315637=>00489867,01945262,02086328,02246737,00487899,00271152,02250551,02344351,02366053,02230651
02315513=>02230302,02230507,02083701,02242960,02327368,02310821,02339358,02258110,02309971,02244641
02309971=>00638773,02248977,02241255,02304686,00755885,02243167,02312646,02382423,02353555,00141984
02308673=>02245785,02244781,02144298,00052531,02285738,02391082,02231567,02230506,02289431,00716952
02310597=>02254336,02275465,02386232,02270676,01900854,02397013,02241165,00360414,00250368,00346314
02295253=>02254301,02373084,02378906,00582301,02324040,02246545,02387417,02094843,02126699,02224720
02314320=>02346788,02230827,02304163,02277123,02245914,02344637,01944029,00868957,02239854,00402591
02290456=>02239373,02161753,02335018,02404273,02353369,02230877,02225174,02229742,00502650,00351717
02298112=>02332981,02403005,02340666,02306832,02241089,02289016,01931709,02335026,02315599,00392820
02312328=>02236577,02238596,02368471,00627739,02373505,00783978,02239982,02169509,02344947,02243097
02304112=>02014858,02303604,02247810,02245330,02315335,02016095,00265470,02391244,01943308,01936948
02292793=>00465216,00039640,02359162,02363488,02302969,00272434,02256797,00251828,00396834,02272202
02292785=>02246630,00760390,02172577,02247067,02331144,00469327,02351366,02242532,02302373,02248976
02292491=>02245215,02382822,02144344,02248439,02370123,02243538,02275082,02279797,02231923,02091275
02295679=>02285142,02283581,02247069,02313707,00346667,02253631,02242473,02273764,02315793,02219719
02295660=>02388812,02240233,02243019,02365219,02228084,02007959,00813745,02342529,00609692,02312131
02290855=>02313383,02248540,00792942,00441635,02295563,02372754,02379066,02015781,01901869,02231537
02323079=>02274892,02338564,02247300,02377926,02296616,02296357,02242715,02029081,02239266,02213745
02314126=>02247193,02277344,02360004,02231172,02247814,02244293,02311887,02006529,02400456,02247355
02323281=>02249243,02261952,00718866,02283417,00701785,00828750,02237450,02238195,02389851,02358778
02322501=>02314207,02381176,02142317,01949950,02230707,02304252,02153564,00439193,02216094,02361868
02323990=>02275821,02241933,02310465,02229552,00688622,02247574,02288109,00888346,02311690,01910604
02324008=>02359456,02348446,02269090,01930990,02403153,02297329,02348071,02243115,02256169,02263343
02292750=>02244614,02317354,02296489,02244650,02373432,02328372,02328313,02247223,02395762,02348896
02292742=>00733067,02242010,02141434,02172143,02282224,02248858,02333651,00812390,02265893,02396432
02311542=>02394499,02028069,02313901,02272784,02239513,02248102,02244838,00247979,02287528,00000817
02264889=>02352702,02283271,02357852,02381281,02242789,02244646,02344122,02392984,02301156,01996002
02276917=>02380978,00891819,00885932,02384728,02143100,02268620,02356686,02243026,02391457,02246049
02263858=>02353164,02315491,02304996,00244988,01901885,02230176,00510637,02400030,02241492,02229642
02251973=>02238595,02344041,02231594,00472085,02363062,02126583,00788139,02065819,02377780,02100517
02281252=>02300036,02372681,02342081,01955551,02031353,02386119,02364131,02392550,02246805,02303418
02281244=>02271613,02377756,00627100,00656917,02347326,00023698,00487872,02332671,02311755,01936174
02251604=>02243595,00627410,00658529,00755516,02399393,02381893,00587362,02325144,01958119,02014327
02250985=>00313580,02281589,02299925,02363259,02326779,02368145,02172135,02339455,02241356,02360667
02250977=>02036347,02236808,02270714,02399482,02402289,02244818,02287919,02364328,01945270,02261324
02250969=>01937235,02091879,02315491,02282240,02355701,02293579,00870153,02227010,02231290,02103613
02283816=>02368242,02244394,02318512,02245634,02371456,00024333,02314835,02237652,02246965,02368013
02249588=>02360527,00601977,02389460,00798371,00455474,00824143,02091526,02248398,02125277,02311194
02249340=>00039470,02246611,00704431,00854409,02248500,02103095,02367335,02048264,02330148,01926845
02259915=>02256142,00713449,02269295,02212234,02275082,02324113,02262452,00308471,02023679,02393018
02270021=>02409127,02300338,02242506,02145227,02264196,02343681,02339870,02248438,02368366,00579408
02269694=>02394774,02396610,01947664,02242933,02324962,02244142,02238771,02128195,02239907,02295911
02248998=>02230176,02379406,02080001,02240485,02239907,02330857,02357720,02331071,02294125,00566810
02248991=>02238153,02236963,02238558,00612847,02243739,00582344,02370913,00687456,02396300,02236942
02248971=>02023644,02244842,02322250,02230504,02411253,01905848,02290456,02390213,00740314,02392577
02258900=>02323176,02246737,02368226,02327805,02382156,02354497,02084228,00587818,01952129,02304791
02257750=>02407086,02304333,02245231,02320886,02292793,02357844,02323478,02372274,02329891,02321211
02257424=>02343681,00522678,02231279,01913433,02312646,02363674,02285614,02280760,02248575,02359839
02287366=>02359901,02263459,02238094,02359243,00363677,01985272,00899356,02248568,01972286,02309793
02267373=>02229798,02356686,02364018,01919466,02184486,02171775,02273284,02324601,00013617,02229628
02267365=>02387417,00274895,02393247,02332825,02229523,00568236,02242661,02343142,02094754,02390353
02278154=>00527750,02263009,02308487,02294257,02330911,02123274,02217902,01934198,02337851,02363402
02278146=>02243832,02248499,02160331,02032384,02371413,02243658,02241219,02385953,00405329,02389002
02279134=>00503347,01958119,00813826,02263440,02355787,02389061,02296446,02208903,02283395
02272326=>02374498,02325616,02023660,02250152,02343193,02174650,01947680,02229099,01976206,02231592
02254670=>02230892,02246585,02367378,02328372,02371421,02399113,02366584,02370697,02264269,02231181
02248463=>01980564,02240341,02396904,02361914,02314061,00628891,02265923,01904132,02350467,02339749
02248405=>00726990,02318253,02284448,01960873,00268313,02300990,02375036,02372436,02246272,02239757
02245467=>02322307,02350114,02369281,00822566,00433519,02377888,02412659,02260336,00809187,02371855
02248351=>00779458,00851752,02343010,02029898,02299445,02242508,02382628,02243538,02259206,02026252
02246427=>02353148,02285118,00050466,00716871,02163748,02230859,02367998,02303094,02245731,00426849
02247100=>02177757,02298082,02141450,02147645,02240210,01916548,02391198,02392097,02187094,02378930
02247049=>02027887,00153990,02316137,02368676,02384418,02125331,02243966,02317230,02270382,01941054
02246145=>02229161,02245644,02411377,02322552,02356996,02313235,02279517,02245668,02278219,00868949
02246121=>02269104,00626465,02230790,00693820,02370972,02229550,02275570,02276712,02387395,00465763
02245903=>02250519,00392782,02232568,02404478,00288586,02254247,02241412,02252635,02310465,00343838
02246752=>02225603,02312409,00648124,02261510,02249200,02293161,02323303,02241915,02059207,02409127
02248691=>00572861,02350815,02385368,02216272,02241047,02405180,02241676,02141418,02247517,02328496
02245741=>02256800,00846589,02238748,02403102,02294524,02257106,02231136,00559253,02326450,00574910
02247584=>02138298,00653241,02172690,02265931,02248259,00270512,01900978,02403064,02320134,00330582
02246633=>01954210,02397153,02394286,02395436,01986864,01923986,02025485,02043440,02320886,02139561
02248535=>00742813,00155225,02285487,02320363,02177447,00363685,02239917,00886432,02377381,02370255
02242847=>02240868,02287889,02370786,02239941,02371758,02243086,02359995,02245751,02304341,02246156
02242846=>02357070,02301814,02280442,02374536,02242573,02217236,02281163,02243173,02371731,02403447
02244362=>02268272,02049961,00828564,02302020,02337266,02100517,02287765,02246767,02408996,02242686
02243463=>02370700,00265470,02237811,02247404,02322277,02246331,01926683,02264366,02242006,02297892
02243399=>02264099,02335204,02247745,02167794,02271753,00039373,01931199,02364824,01966162,02238084
02243398=>02202352,02246923,01904159,02379147,00578487,02031094,02243278,02236951,02299259,02343657
02243397=>02306832,02293005,00740284,02350823,02340445,02352346,02238153,02307421,02237930,02389223
02243396=>00621366,02327716,02059428,02251914,02399156,00035017,02363127,02358425,02248033,02294354
02243395=>02293943,01946986,02322560,02351064,02383500,02378620,02325594,02213273,00790435,02324113
02243381=>02307448,02248382,02247285,02239920,02259133,02400022,02248657,02132605,01902687,02264188
02242426=>02300648,02372851,02405563,02248580,02281716,02056429,02310252,02229785,02016036,02403501
02244238=>02245664,02306298,02230647,02229021,02211076,02132621,02411261,02242464,02242029,00887056
02244159=>00603295,00777838,02264447,02086026,02217902,01931776,02302055,02392801,02263564,02245922
02242293=>02244597,02285223,02343703,02298597,02231225,02377225,02317362,00759171,02268485,02276356
02242263=>00768723,02268477,02309289,00337757,02240309,02336308,02368293,02401304,02230264,02251876
02242260=>02238251,02238434,02354624,02125331,02257858,02242797,00294322,02365561,02240333,02393379
02241393=>02388219,02242977,02394375,02326256,02319756,02337576,00869333,02238560,02365618,02244292
02242248=>02231239,02310899,02260506,00779563,02301113,00010332,02339099,02162849,02390248,02269465
02244052=>02342162,02368013,02240357,02243098,02247245,02207893,02323362,02304457,02148625,00640131
02242174=>01933558,02241537,02381729,02237734,02247012,02248347,02091453,02245075,02387832,02160250
02243003=>02247496,02254859,00769533,02247383,02023644,02245345,02251388,00003875,02172593,02400871
02240142=>02323974,02267365,02331462,02220539,00654507,01947680,02217457,02246426,02324016,02229556
02238517=>02023660,02091100,00074454,00514497,02387387,02309742,01957368,00870021,02281309,00786306
02240020=>02248535,00528455,02339986,02247852,02385465,01900927,02356880,02382733,02023709,00463493
02239318=>02327023,02229377,02278421,02172666,02407450,02125013,02409984,02246211,02271680,02244781
02239311=>01944355,02231060,01959212,02324776,02234061,02139502,02048698,02381729,02386283,02248749
02239252=>02314681,00776203,02241294,02391619,02217414,02258331,02291770,00465283,02380684,02171651
02239250=>02242954,02048507,02287110,00553018,02242145,01927914,02402483,02379384,02257513,00060232
02238350=>02370360,00416002,02391082,02194333,02339730,02381850,02089858,02307405,02248611,02326612
02240800=>02231636,02401703,02346982,00632503,02228556,02334941,02351684,02325985,02223341,02328283
02238251=>02240519,02304244,00624268,02368498,00653233,02246309,02242079,02386585,02240863,01949047
02238288=>02229982,02243017,02265788,02046709,02319918,02317818,02194341,02243342,00382841,02245595
02238982=>02243508,02245380,02270595,02177617,02239513,02231181,01916939,02356732,02314762,02248302
02240416=>02247285,01934317,02373351,02263637,02270242,00716790,02179709,02079992,00526061,02298775
02241223=>02368447,02185431,02112809,02279673,01904140,02243097,02130998,02275066,02244000,02367009
02240389=>02300273,02383209,01910396,02391716,02374730,02313758,02220539,02388650,02369303,02368862
02238676=>02238860,01922726,02128969,02325322,02360322,02391422,02244840,02251159,02394847,02305933
02231580=>02270722,02264633,02324725,02184591,02244754,02130874,02320746,02257882,02261804,02305712
02238001=>02248805,02265400,02245859,02368285,02356910,02014041,00371564,02369915,02244149,02242999
02237409=>00341975,00612847,02172100,00023760,02402742,02357569,02155958,02236728,02265559,02300974
02237696=>02244000,02270676,01966154,02383268,01934325,00893625,02247959,02373785,02243063,02292874
02236170=>00590932,02404915,02108127,02216132,02243803,02242986,00786098,02029898,02368749,02216248
02231636=>02241963,02247013,02247801,02288249,02240606,00779857,02246826,02279592,02295326,00335061
02231594=>02373076,01913468,02240519,02244220,02379767,02307936,00611166,02315122,02271516,02398834
00877220=>02370468,02239030,02367173,02241526,02153564,02411636,02267926,00443832,02288028,00604461
02215551=>02304783,02374757,02247390,02015781,02015986,02376172,02229785,02231290,00438022,02405555
02171651=>02244264,02230418,02246064,02326221,02370441,02233030,02242521,02241639,02267071,00382825
01975242=>02210096,02246599,02257963,02348799,02244463,00307246,02241528,00497312,02326132,02247847
00245097=>02246989,02244597,02396637,02312328,02278979,00443948,00648043,02395509,02392127,02230248
00878766=>02245882,02296845,02312379,00489867,02280647,01933965,02279525,02407469,00577308,00315796
02375397=>02296527,02254786,02353156,00646016,02065819,02231330,01918346,00497282,02341379,02408295
02295873=>02240351,02230047,02052415,00873454,02260905,01940295,02246315,02238288,02334542,00434388
02244777=>02388650,01975447,01963945,02010933,02262711,02283433,02223627,01968335,00441686,02100487
02243029=>02244463,02244533,02306786,02348527,02298813,02240870,02245637,02327465,02337630,00769959
02245661=>02392917,00260126,02177870,02404958,02301822,02237246,02326477,02082101,02238489,02224623
02246923=>02249499,02301954,00851752,02398591,02065630,02248703,02335204,02266539,02328461,02295369
02291126=>02402939,02388863,02276119,02230220,02321483,02256800,02389665,02320657,02247890,02300184
02323044=>02018403,02329182,00213071,02251299,02369052,02354535,02319632,02226707,02310694,00539872
02248236=>02391066,00487872,02212331,02263599,02247187,02324997,02377683,00476366,02337037,00103616
02247116=>02386976,00398152,02407590,01916491,02220172,00024694,01957562,01940473,02279746,02158582
02230878=>02035812,01930079,02061732,02246821,02253704,02177854,02384868,02230857,00751286,02285940
02230877=>02387468,02237227,02368226,02240105,02327309,02388340,02339099,02242726,02242439,02248084
02402343=>02238172,02300125,00295531,02174677,02311720,02248154,02397714,02182890,02241407,02364603
02394669=>02131692,02294591,02162415,01936905,00548367,02084309,00432938,02374226,02291398,02230437
02393123=>02246312,02231584,02216973,02238860,02068095,02338610,00363774,02394073,02313499,02307979
02376008=>02344998,00769959,02243083,02046075,02295911,02310252,02362112,02241966,02331721,02150956
02372878=>02282259,02230942,00575038,00375004,02239616,02226391,02364492,02213117,00313580,02231540
02372290=>02289598,02220091,02372991,02371545,02257106,02250187,02247322,02239640,00247979,00765996
02369109=>02217481,02242178,02131013,00391034,00513741,02231962,02386089,02307405,00885398,00272906
02362740=>00626643,02294621,02405709,02250306,02390442,00612898,02232658,02379147,02383047,02322277
02362333=>02403471,02400022,02242537,01908359,02284421,02237007,00249866,02368633,02407280,02366150
02361612=>02230998,02243928,02150883,02245565,02244709,02172151,02248561,00265470,02362244,02040050
02361442=>02397315,02324512,00052531,02303744,02302373,01908448,00024449,00705845,02246876,02342820
02360535=>01964534,00583332,00811874,02050005,00583421,00334308,02348721,02301814,02252252,01938177
02360527=>02242194,00441775,02290626,02241164,02385767,02237532,02220113,02268493,02253283,02369362
02360519=>02248013,00472549,02091097,02167670,02279355,02307960,02282895,02392143,02278464,02246357
02360500=>02232568,00723754,02408643,02248703,02332965,02304104,02218984,02160986,02153386,02332396
02359383=>02358522,02416441,01900501,02245789,02337630,02239779,02172917,02189712,02387018,02325373
02359197=>01922246,00622354,02294060,01949004,02315289,02243519,02248607,02377179,02247343,00608238
02359162=>02369516,02359324,02174553,01926683,01916491,02393689,02125331,00372838,02356473,01997602
02356295=>02403390,00885754,02240909,00399779,01976184,02390817,02243802,02243431,02306867,02016745
02356090=>02221829,02230469,02169592,00482323,02366886,02339811,02241091,02308673,02396440,02405644
02356082=>02126613,02238210,02246781,00524093,02283352,02014068,02274027,02242608,02243457,02213672
02354810=>00646261,02269562,02251655,00794244,02394820,02230304,00601926,02356740,00885754,02358387
02351471=>02353202,02314762,02245380,02245240,02375265,02384868,02306239,02243086,02328526,02240269
02348446=>02266679,02245709,02248977,02400464,00688622,00557110,02337061,02246927,02248439,02342901
02346729=>02072602,00740829,00226882,00506052,02386429,00644803,02153432,02324393,02362635,02287870
02302934=>02158329,02353016,02246082,02243809,02230800,02283182,02242518,00221570,02233143,02351471
02335530=>02385570,02174650,02305941,02402807,02255952,02057751,02384825,02383500,00572845,01901532
02334275=>02380617,02357828,02240341,02250063,02246030,02257270,00312738,02243338,00249971,02357615
02339749=>01939793,02396890,00402249,02372959,02356880,02331675,02306212,02247291,02348772,01929402
02339730=>02388316,02039532,02409127,02280183,02412810,00571245,02322412,02245889,02049473,02377276
02313278=>00531960,02240075,02236931,00523720,00236748,02285576,02248182,02357690,02357070,02329980
02334240=>02237651,00493392,02268744,02268922,02314592,02404273,02348608,02382296,02221292,02078597
02231344=>02258323,01979582,02126583,02372126,02248451,01964526,01910396,02312921,02291991,02246691
02314886=>02331489,02240147,02004496,00578487,02280515,00716901,02326825,02237653,02367181,00594431
02314843=>02285614,02239780,02326256,00627100,02322048,02344939,02245889,02248398,02245786,02242504
02314851=>01927639,02330318,02236932,02243800,02238566,00813877,02319446,02240342,02363992,02248504
02338521=>02332809,02310953,02091186,02244125,02366665,02243789,02321629,00618640,00247855,02313650
02327651=>02245422,02014084,02386984,02254484,02379333,02249464,02242670,00178802,02316447,00640131
02327724=>00518662,02245385,00312800,02238302,01981242,02395231,02242978,02328631,02252651,02330067
02327716=>02392577,02243350,00605778,02241023,02247686,02382148,02315793,02318814,02233274,02367173
02327708=>02239046,02238578,02245232,00573159,02351080,02370999,02397803,02238147,02326973,02261960
02327694=>02023822,00753661,02263114,02366851,02272318,00027944,02303167,02275287,00441708,02289393
02327686=>02362651,02411768,02008149,02294230,02357380,02371758,00545058,02261545,02298589,02395258
02332795=>02406098,02238222,02359561,02341174,02330970,00371009,02374013,02403390,00806285
02332787=>02339749,02242151,02402807,00493392,02332663,02382598,02330512,00707503,02413310,02146851
02342065=>00772682,02396726,02248642,02244769,00236756,02247847,02331497,02247178,00800007,02396238
02338475=>02367157,02247803,02303027,02401045,02238052,02397951,02246207,02311615,02122065,02291770
02338688=>02018985,02125447,02357410,02409135,02359871,02247009,00295019,02137186,02324105,02363879
02327449=>02026260,02359197,02275228,02248129,02251906,02296853,02363143,02247029,02269171,02382938
02322129=>02333511,02230837,00622869,02363275,02245889,00823066,02382911,00811440,02247833,02116472
02291193=>02323796,02388898,02383373,02244515,02306557,02236917,02170698,00629707,02245209,02240448
02319160=>02209756,02281996,02248755,02264439,02366371,02375648,02377098,02155966,02024179,02330253
02313146=>02239268,02356732,02352117,02260301,02321548,00628158,02239607,02251604,02252600,02242473
02319853=>02316404,02363542,00676411,02314711,02026635,00622125,02031159,00507253,02274388,01985604
02320886=>02014831,02287730,02237962,02230641,02247917,02271958,02396785,02368277,02315513,00375780
02319330=>02315297,00509345,02163934,02341077,02251647,02372967,02389991,02241351,02327422,02240473
02314878=>02237866,02238796,02373351,00012882,02382466,02255898,00476722,02283417,00708925,02270188
02316641=>02313677,02357623,02242893,00386464,02164426,02268620,02356821,02388197,01918311,02163152
02319470=>00592277,01924192,02390574,02223961,02366207,02311925,02377799,02240343,02236734,00824305
02305445=>01926934,02407256,01938916,02337991,02380358,02248807,02279592,02393913,02244341,02394162
02313022=>00726273,02243944,00316288,02238282,02381273,02391082,02390574,02315076,02298643,02237500
02297345=>00862975,01997076,00391034,00026123,01931245,02373130,02239620,02248084,02240351,00548367
02309955=>02313464,02359162,00870021,00319333,02297930,02297442,00021695,02367769,00444863,02381281
